pokedex_number,pokemon_name,source_page_url,downloaded_image_url,local_filename,success_failure,selection_method,error
0059,Arcanine,https://www.pokemon.com/us/pokedex/arcanine,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/059.png,0059_arcanine.png,success,canonical-full-asset,
0060,Poliwag,https://www.pokemon.com/us/pokedex/poliwag,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/060.png,0060_poliwag.png,success,canonical-full-asset,
0061,Poliwhirl,https://www.pokemon.com/us/pokedex/poliwhirl,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/061.png,0061_poliwhirl.png,success,canonical-full-asset,
0062,Poliwrath,https://www.pokemon.com/us/pokedex/poliwrath,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/062.png,0062_poliwrath.png,success,canonical-full-asset,
0063,Abra,https://www.pokemon.com/us/pokedex/abra,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/063.png,0063_abra.png,success,canonical-full-asset,
0064,Kadabra,https://www.pokemon.com/us/pokedex/kadabra,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/064.png,0064_kadabra.png,success,canonical-full-asset,
0065,Alakazam,https://www.pokemon.com/us/pokedex/alakazam,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/065.png,0065_alakazam.png,success,canonical-full-asset,
0066,Machop,https://www.pokemon.com/us/pokedex/machop,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/066.png,0066_machop.png,success,canonical-full-asset,
0067,Machoke,https://www.pokemon.com/us/pokedex/machoke,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/067.png,0067_machoke.png,success,canonical-full-asset,
0068,Machamp,https://www.pokemon.com/us/pokedex/machamp,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/068.png,0068_machamp.png,success,canonical-full-asset,
0069,Bellsprout,https://www.pokemon.com/us/pokedex/bellsprout,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/069.png,0069_bellsprout.png,success,canonical-full-asset,
0070,Weepinbell,https://www.pokemon.com/us/pokedex/weepinbell,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/070.png,0070_weepinbell.png,success,canonical-full-asset,
0071,Victreebel,https://www.pokemon.com/us/pokedex/victreebel,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/071.png,0071_victreebel.png,success,canonical-full-asset,
0072,Tentacool,https://www.pokemon.com/us/pokedex/tentacool,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/072.png,0072_tentacool.png,success,canonical-full-asset,
0073,Tentacruel,https://www.pokemon.com/us/pokedex/tentacruel,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/073.png,0073_tentacruel.png,success,canonical-full-asset,
0074,Geodude,https://www.pokemon.com/us/pokedex/geodude,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/074.png,0074_geodude.png,success,canonical-full-asset,
0075,Graveler,https://www.pokemon.com/us/pokedex/graveler,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/075.png,0075_graveler.png,success,canonical-full-asset,
0076,Golem,https://www.pokemon.com/us/pokedex/golem,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/076.png,0076_golem.png,success,canonical-full-asset,
0077,Ponyta,https://www.pokemon.com/us/pokedex/ponyta,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/077.png,0077_ponyta.png,success,canonical-full-asset,
0078,Rapidash,https://www.pokemon.com/us/pokedex/rapidash,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/078.png,0078_rapidash.png,success,canonical-full-asset,
0079,Slowpoke,https://www.pokemon.com/us/pokedex/slowpoke,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/079.png,0079_slowpoke.png,success,canonical-full-asset,
0080,Slowbro,https://www.pokemon.com/us/pokedex/slowbro,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/080.png,0080_slowbro.png,success,canonical-full-asset,
0081,Magnemite,https://www.pokemon.com/us/pokedex/magnemite,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/081.png,0081_magnemite.png,success,canonical-full-asset,
0082,Magneton,https://www.pokemon.com/us/pokedex/magneton,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/082.png,0082_magneton.png,success,canonical-full-asset,
0083,Farfetchd,https://www.pokemon.com/us/pokedex/farfetchd,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/083.png,0083_farfetchd.png,success,canonical-full-asset,
0084,Doduo,https://www.pokemon.com/us/pokedex/doduo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/084.png,0084_doduo.png,success,canonical-full-asset,
0085,Dodrio,https://www.pokemon.com/us/pokedex/dodrio,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/085.png,0085_dodrio.png,success,canonical-full-asset,
0086,Seel,https://www.pokemon.com/us/pokedex/seel,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/086.png,0086_seel.png,success,canonical-full-asset,
0087,Dewgong,https://www.pokemon.com/us/pokedex/dewgong,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/087.png,0087_dewgong.png,success,canonical-full-asset,
0088,Grimer,https://www.pokemon.com/us/pokedex/grimer,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/088.png,0088_grimer.png,success,canonical-full-asset,
0089,Muk,https://www.pokemon.com/us/pokedex/muk,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/089.png,0089_muk.png,success,canonical-full-asset,
0090,Shellder,https://www.pokemon.com/us/pokedex/shellder,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/090.png,0090_shellder.png,success,canonical-full-asset,
0091,Cloyster,https://www.pokemon.com/us/pokedex/cloyster,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/091.png,0091_cloyster.png,success,canonical-full-asset,
0092,Gastly,https://www.pokemon.com/us/pokedex/gastly,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/092.png,0092_gastly.png,success,canonical-full-asset,
0093,Haunter,https://www.pokemon.com/us/pokedex/haunter,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/093.png,0093_haunter.png,success,canonical-full-asset,
0094,Gengar,https://www.pokemon.com/us/pokedex/gengar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/094.png,0094_gengar.png,success,canonical-full-asset,
0095,Onix,https://www.pokemon.com/us/pokedex/onix,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/095.png,0095_onix.png,success,canonical-full-asset,
0096,Drowzee,https://www.pokemon.com/us/pokedex/drowzee,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/096.png,0096_drowzee.png,success,canonical-full-asset,
0097,Hypno,https://www.pokemon.com/us/pokedex/hypno,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/097.png,0097_hypno.png,success,canonical-full-asset,
0098,Krabby,https://www.pokemon.com/us/pokedex/krabby,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/098.png,0098_krabby.png,success,canonical-full-asset,
0099,Kingler,https://www.pokemon.com/us/pokedex/kingler,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/099.png,0099_kingler.png,success,canonical-full-asset,
0100,Voltorb,https://www.pokemon.com/us/pokedex/voltorb,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/100.png,0100_voltorb.png,success,canonical-full-asset,
0101,Electrode,https://www.pokemon.com/us/pokedex/electrode,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/101.png,0101_electrode.png,success,canonical-full-asset,
0102,Exeggcute,https://www.pokemon.com/us/pokedex/exeggcute,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/102.png,0102_exeggcute.png,success,canonical-full-asset,
0103,Exeggutor,https://www.pokemon.com/us/pokedex/exeggutor,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/103.png,0103_exeggutor.png,success,canonical-full-asset,
0104,Cubone,https://www.pokemon.com/us/pokedex/cubone,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/104.png,0104_cubone.png,success,canonical-full-asset,
0105,Marowak,https://www.pokemon.com/us/pokedex/marowak,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/105.png,0105_marowak.png,success,canonical-full-asset,
0106,Hitmonlee,https://www.pokemon.com/us/pokedex/hitmonlee,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/106.png,0106_hitmonlee.png,success,canonical-full-asset,
0107,Hitmonchan,https://www.pokemon.com/us/pokedex/hitmonchan,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/107.png,0107_hitmonchan.png,success,canonical-full-asset,
0108,Lickitung,https://www.pokemon.com/us/pokedex/lickitung,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/108.png,0108_lickitung.png,success,canonical-full-asset,
0109,Koffing,https://www.pokemon.com/us/pokedex/koffing,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/109.png,0109_koffing.png,success,canonical-full-asset,
0110,Weezing,https://www.pokemon.com/us/pokedex/weezing,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/110.png,0110_weezing.png,success,canonical-full-asset,
0111,Rhyhorn,https://www.pokemon.com/us/pokedex/rhyhorn,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/111.png,0111_rhyhorn.png,success,canonical-full-asset,
0112,Rhydon,https://www.pokemon.com/us/pokedex/rhydon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/112.png,0112_rhydon.png,success,canonical-full-asset,
0113,Chansey,https://www.pokemon.com/us/pokedex/chansey,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/113.png,0113_chansey.png,success,canonical-full-asset,
0114,Tangela,https://www.pokemon.com/us/pokedex/tangela,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/114.png,0114_tangela.png,success,canonical-full-asset,
0115,Kangaskhan,https://www.pokemon.com/us/pokedex/kangaskhan,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/115.png,0115_kangaskhan.png,success,canonical-full-asset,
0116,Horsea,https://www.pokemon.com/us/pokedex/horsea,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/116.png,0116_horsea.png,success,canonical-full-asset,
0117,Seadra,https://www.pokemon.com/us/pokedex/seadra,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/117.png,0117_seadra.png,success,canonical-full-asset,
0118,Goldeen,https://www.pokemon.com/us/pokedex/goldeen,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/118.png,0118_goldeen.png,success,canonical-full-asset,
0119,Seaking,https://www.pokemon.com/us/pokedex/seaking,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/119.png,0119_seaking.png,success,canonical-full-asset,
0120,Staryu,https://www.pokemon.com/us/pokedex/staryu,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/120.png,0120_staryu.png,success,canonical-full-asset,
0121,Starmie,https://www.pokemon.com/us/pokedex/starmie,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/121.png,0121_starmie.png,success,canonical-full-asset,
0122,Mr Mime,https://www.pokemon.com/us/pokedex/mr-mime,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/122.png,0122_mr_mime.png,success,canonical-full-asset,
0123,Scyther,https://www.pokemon.com/us/pokedex/scyther,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/123.png,0123_scyther.png,success,canonical-full-asset,
0124,Jynx,https://www.pokemon.com/us/pokedex/jynx,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/124.png,0124_jynx.png,success,canonical-full-asset,
0125,Electabuzz,https://www.pokemon.com/us/pokedex/electabuzz,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/125.png,0125_electabuzz.png,success,canonical-full-asset,
0126,Magmar,https://www.pokemon.com/us/pokedex/magmar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/126.png,0126_magmar.png,success,canonical-full-asset,
0127,Pinsir,https://www.pokemon.com/us/pokedex/pinsir,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/127.png,0127_pinsir.png,success,canonical-full-asset,
0128,Tauros,https://www.pokemon.com/us/pokedex/tauros,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/128.png,0128_tauros.png,success,canonical-full-asset,
0129,Magikarp,https://www.pokemon.com/us/pokedex/magikarp,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/129.png,0129_magikarp.png,success,canonical-full-asset,
0130,Gyarados,https://www.pokemon.com/us/pokedex/gyarados,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/130.png,0130_gyarados.png,success,canonical-full-asset,
0131,Lapras,https://www.pokemon.com/us/pokedex/lapras,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/131.png,0131_lapras.png,success,canonical-full-asset,
0132,Ditto,https://www.pokemon.com/us/pokedex/ditto,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/132.png,0132_ditto.png,success,canonical-full-asset,
0133,Eevee,https://www.pokemon.com/us/pokedex/eevee,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/133.png,0133_eevee.png,success,canonical-full-asset,
0134,Vaporeon,https://www.pokemon.com/us/pokedex/vaporeon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/134.png,0134_vaporeon.png,success,canonical-full-asset,
0135,Jolteon,https://www.pokemon.com/us/pokedex/jolteon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/135.png,0135_jolteon.png,success,canonical-full-asset,
0136,Flareon,https://www.pokemon.com/us/pokedex/flareon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/136.png,0136_flareon.png,success,canonical-full-asset,
0137,Porygon,https://www.pokemon.com/us/pokedex/porygon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/137.png,0137_porygon.png,success,canonical-full-asset,
0138,Omanyte,https://www.pokemon.com/us/pokedex/omanyte,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/138.png,0138_omanyte.png,success,canonical-full-asset,
0139,Omastar,https://www.pokemon.com/us/pokedex/omastar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/139.png,0139_omastar.png,success,canonical-full-asset,
0140,Kabuto,https://www.pokemon.com/us/pokedex/kabuto,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/140.png,0140_kabuto.png,success,canonical-full-asset,
0141,Kabutops,https://www.pokemon.com/us/pokedex/kabutops,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/141.png,0141_kabutops.png,success,canonical-full-asset,
0142,Aerodactyl,https://www.pokemon.com/us/pokedex/aerodactyl,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/142.png,0142_aerodactyl.png,success,canonical-full-asset,
0143,Snorlax,https://www.pokemon.com/us/pokedex/snorlax,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/143.png,0143_snorlax.png,success,canonical-full-asset,
0144,Articuno,https://www.pokemon.com/us/pokedex/articuno,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/144.png,0144_articuno.png,success,canonical-full-asset,
0145,Zapdos,https://www.pokemon.com/us/pokedex/zapdos,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/145.png,0145_zapdos.png,success,canonical-full-asset,
0146,Moltres,https://www.pokemon.com/us/pokedex/moltres,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/146.png,0146_moltres.png,success,canonical-full-asset,
0147,Dratini,https://www.pokemon.com/us/pokedex/dratini,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/147.png,0147_dratini.png,success,canonical-full-asset,
0148,Dragonair,https://www.pokemon.com/us/pokedex/dragonair,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/148.png,0148_dragonair.png,success,canonical-full-asset,
0149,Dragonite,https://www.pokemon.com/us/pokedex/dragonite,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/149.png,0149_dragonite.png,success,canonical-full-asset,
0150,Mewtwo,https://www.pokemon.com/us/pokedex/mewtwo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/150.png,0150_mewtwo.png,success,canonical-full-asset,
0151,Mew,https://www.pokemon.com/us/pokedex/mew,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/151.png,0151_mew.png,success,canonical-full-asset,
0152,Chikorita,https://www.pokemon.com/us/pokedex/chikorita,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/152.png,0152_chikorita.png,success,canonical-full-asset,
